anomaly_id,name,desc,level,success_event_ids,source_file,source_localisation
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_9_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_10_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_11_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_1_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_2_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_3_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_4_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_5_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_6_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_7_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_8_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_9_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_10_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
cybrex_11_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
VULTAUMAR,???,???,,,96_anomaly_categories_precursors.txt,???
YUHTAAN,???,???,,,96_anomaly_categories_precursors.txt,???
FEN_HABBANIS,???,???,,,96_anomaly_categories_precursors.txt,???
IRASSIA,???,???,,,96_anomaly_categories_precursors.txt,???
TUTORIAL_CAT,???,???,1.0,,98_anomaly_categories_tutorial.txt,???
on_success,???,???,,,98_anomaly_categories_tutorial.txt,???
AIANOM_LUMP_CAT,???,???,1.0,,99_anomaly_categories_ai.txt,???
on_success,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
AIANOM_MININGDEPO_CAT,???,???,1.0,,99_anomaly_categories_ai.txt,???
modifier,???,???,,,99_anomaly_categories_ai.txt,???
on_success,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
AIANOM_RESEARCHDEPO_CAT,???,???,2.0,,99_anomaly_categories_ai.txt,???
modifier,???,???,,,99_anomaly_categories_ai.txt,???
on_success,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
1,???,???,,,99_anomaly_categories_ai.txt,???
AIANOM_CLUE_CAT,???,???,5.0,,99_anomaly_categories_ai.txt,???
modifier,???,???,,,99_anomaly_categories_ai.txt,???
modifier,???,???,,,99_anomaly_categories_ai.txt,???
on_success,???,???,,,99_anomaly_categories_ai.txt,???
